;;;;;;;;;REGISTRO DE INGRESOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Codigo
Cliente";Ciudad;Zona;"Nombre Comercial o 
Nombre del Cliente";CodigoVendedor;Vendedor;ene-22;feb-22;mar-22;abr-22;may-22;jun-22;jul-22;ago-22;sep-22;oct-22;nov-22;dic-22;Total 2022;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sep-23;oct-23;nov-23;dic-23;Total 2023;ene-24;feb-24;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;sep-24;oct-24;nov-24;dic-24;Total 2024;ene-25;feb-25;mar-25;abr-25;may-25;jun-25;jul-25;ago-25;sep-25;Total 2025;Total General
807;Cochabamba;VICTOR USTARES;FERRETERIA LIZARAZU GUTIERREZ;22;ANDRES OZUNA;120.45;0.0;217.72;348.39;233.29;306.0;0.0;179.71;263.19;262.41;252.39;187.09;2370.65;327.56;540.14;0.0;0.0;280.27;244.64;128.59;417.28;0.0;308.42;304.94;342.57;2894.4;236.28;587.31;0.0;233.71;288.15;208.35;250.93;407.03;359.96;322.73;334.66;277.75;3506.86;366.37;368.42;171.27;298.13;291.48;0.0;219.01;430.43;0.0;2145.11;10917.02
972;Cochabamba;VICTOR USTARES;DISTRIBUIDORA CASTILLO;22;ANDRES OZUNA;0.0;0.0;35.88;0.0;0.0;0.0;42.83;0.0;0.0;29.2;57.06;17.96;182.92;46.4;50.36;0.0;45.78;0.0;49.23;62.75;37.89;49.0;75.88;29.61;43.12;490.02;0.0;44.49;51.9;15.03;72.12;45.92;29.62;64.71;34.87;66.26;55.12;19.34;499.37;44.85;0.0;67.27;34.83;55.74;40.19;0.0;50.9;46.48;340.26;1512.56
898;Cochabamba;VICTOR USTARES;FERRETERIA NATY;22;ANDRES OZUNA;0.0;0.0;189.47;0.0;0.0;88.47;99.43;0.0;208.67;148.61;125.8;131.95;992.39;158.38;248.32;289.94;226.82;264.51;122.1;0.0;0.0;210.68;112.02;0.0;214.64;1847.4;300.07;200.67;261.72;163.09;0.0;130.08;162.3;224.1;325.15;0.0;191.42;127.29;2085.89;117.71;0.0;191.41;152.43;172.48;131.53;0.0;185.61;286.17;1237.35;6163.03
950;Cochabamba;VICTOR USTARES;FERRETERIA VIRGEN DE CONCEPCION;22;ANDRES OZUNA;0.0;0.0;0.0;89.56;161.14;81.28;63.3;0.0;0.0;0.0;0.0;115.23;510.52;90.43;0.0;191.52;119.16;163.35;80.7;117.82;0.0;0.0;209.73;0.0;121.82;1094.52;106.84;86.91;100.57;0.0;235.67;127.14;74.5;0.0;125.91;230.5;93.51;42.72;1224.26;101.06;119.03;173.84;83.43;142.77;61.9;53.52;108.88;180.65;1025.08;3854.38
3204;Cochabamba;VICTOR USTARES;FERRETERIA D Y S;22;ANDRES OZUNA;140.67;132.67;153.88;144.44;180.2;105.76;91.45;197.4;301.0;86.8;96.58;66.25;1697.08;123.8;207.09;172.19;148.08;232.78;118.67;129.54;168.04;199.22;228.79;144.38;125.77;1998.35;60.42;86.76;154.26;171.83;181.37;111.82;85.19;150.14;304.18;86.83;175.8;199.03;1767.62;126.85;157.02;172.58;206.91;182.71;142.7;81.01;202.72;130.99;1403.5;6866.55
3219;Cochabamba;VICTOR USTARES;MULTI TOOLS USTARIZ;22;ANDRES OZUNA;0.0;0.0;0.0;40.21;55.31;60.1;27.03;0.0;57.36;71.64;54.03;34.54;400.22;51.51;0.0;84.59;90.03;99.88;28.43;39.67;100.03;41.36;91.86;70.14;54.65;752.15;53.05;62.02;64.69;42.79;90.78;63.26;81.45;54.59;100.15;88.85;28.06;68.82;798.5;47.43;44.26;120.24;26.44;61.39;61.05;67.73;96.44;149.79;674.76;2625.63
3265;Cochabamba;VICTOR USTARES;FERRETERIA ANGULO (VICTOR USTARES);22;ANDRES OZUNA;0.0;0.0;37.86;40.15;21.09;22.39;31.4;23.61;30.06;61.87;0.0;20.69;289.13;31.91;41.85;31.17;0.0;42.36;21.73;0.0;38.56;40.6;45.96;40.68;0.0;334.83;29.01;29.52;39.12;22.99;28.85;32.96;15.79;28.56;40.88;22.39;22.13;17.78;329.98;0.0;0.0;34.44;21.42;27.99;44.44;11.21;24.78;40.81;205.09;1159.02
300;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA CLAROS;8;ROBERTO PACHECO;0.0;0.0;184.46;0.0;194.35;0.0;0.0;122.49;306.27;0.0;96.92;153.78;1058.27;79.39;153.36;194.78;0.0;0.0;167.19;0.0;73.16;298.05;190.55;0.0;68.68;1225.17;147.58;217.83;190.24;159.51;0.0;154.83;88.54;0.0;187.5;0.0;97.45;0.0;1243.48;63.26;155.22;137.12;251.14;120.45;131.17;88.0;156.99;252.77;1356.1;4883.02
1223;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA PUNATEÑO;8;ROBERTO PACHECO;190.53;0.0;0.0;248.04;214.83;147.88;121.43;237.72;178.41;99.94;302.78;157.12;1898.67;207.9;301.44;272.11;0.0;419.07;185.84;130.29;370.71;307.32;403.24;191.72;347.56;3137.2;276.72;208.52;415.07;169.25;371.93;360.29;272.61;0.0;309.82;329.49;0.0;196.31;2910.01;170.05;197.88;303.71;149.76;208.78;305.45;108.32;290.97;328.39;2063.31;10009.2
298;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA KATTY;8;ROBERTO PACHECO;0.0;58.7;57.21;81.96;116.28;0.0;0.0;142.86;200.61;0.0;129.43;75.02;862.06;0.0;210.53;121.78;0.0;82.83;100.23;88.28;265.83;90.48;167.7;0.0;182.95;1310.6;134.01;166.31;209.62;149.95;0.0;62.9;129.23;0.0;220.38;210.23;99.16;0.0;1381.78;104.66;157.88;105.83;185.65;144.57;99.9;114.64;98.39;141.85;1153.37;4707.82
305;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA 3 PASOS 8VO ANILLO;8;ROBERTO PACHECO;58.15;42.71;27.31;20.78;132.44;0.0;0.0;0.0;107.51;0.0;71.35;34.33;494.58;113.58;0.0;86.58;106.77;79.04;89.43;42.79;105.04;106.7;117.67;59.43;106.31;1013.33;64.26;61.48;129.27;94.93;142.33;52.14;54.45;95.1;178.35;80.28;47.73;32.68;1033.02;105.74;82.51;87.38;68.78;90.32;77.73;75.74;87.79;102.16;778.15;3319.07
302;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA GISELLE;8;ROBERTO PACHECO;0.0;49.64;0.0;0.0;0.0;0.0;52.83;49.26;0.0;50.96;44.03;51.64;298.36;0.0;101.08;35.84;49.86;0.0;48.9;37.27;0.0;0.0;0.0;50.46;77.8;401.21;86.06;71.15;0.0;47.06;55.98;0.0;0.0;84.16;0.0;112.13;100.28;94.28;651.1;47.69;0.0;70.69;49.59;50.86;0.0;49.39;52.43;72.54;393.18;1743.85
304;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA OVANDO (VILLA 1º DE MAYO);8;ROBERTO PACHECO;0.0;168.45;157.65;0.0;0.0;99.03;0.0;170.29;165.86;222.72;102.61;99.43;1186.04;110.73;345.37;0.0;142.98;412.28;190.88;105.76;143.87;168.97;0.0;225.35;154.61;2000.79;0.0;145.52;249.51;0.0;276.97;0.0;156.53;286.37;292.92;147.69;143.02;137.2;1835.74;138.79;0.0;305.08;159.97;194.9;0.0;135.22;262.66;154.4;1351.01;6373.57
303;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA QUE BARATO;8;ROBERTO PACHECO;0.0;0.0;178.13;55.69;0.0;0.0;0.0;153.6;0.0;115.34;77.9;106.12;686.78;159.63;140.25;199.39;0.0;104.33;0.0;65.63;104.88;218.26;0.0;186.75;95.02;1274.13;0.0;235.42;154.83;200.26;0.0;98.55;114.01;0.0;0.0;162.47;112.59;0.0;1078.13;223.45;134.19;108.05;102.0;119.17;151.04;0.0;0.0;141.97;979.86;4018.9
1538;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA DAVID;8;ROBERTO PACHECO;0.0;144.27;162.14;127.74;123.13;0.0;109.81;241.16;127.59;73.29;132.0;112.66;1353.8;131.81;89.29;239.26;144.68;262.41;205.33;100.21;277.19;0.0;268.99;85.29;143.5;1947.97;168.5;253.38;135.8;145.72;239.86;0.0;126.63;202.12;129.59;203.43;127.63;117.78;1850.44;144.43;137.62;179.01;233.42;259.08;124.29;130.49;163.41;187.87;1559.61;6711.82
2035;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA WAL-GAR;8;ROBERTO PACHECO;180.44;208.98;0.0;121.81;126.6;98.03;73.56;199.88;190.14;98.43;159.35;152.34;1609.55;232.21;0.0;0.0;298.66;245.98;126.55;125.1;265.3;260.86;95.77;126.86;97.02;1874.32;155.38;158.93;137.78;146.27;190.79;275.08;136.78;125.1;224.71;209.27;156.4;155.87;2072.34;129.43;119.65;201.35;201.12;155.04;122.85;82.76;213.09;135.8;1361.07;6917.27
1344;Santa Cruz;VILLA 1 DE MAYO;SINAI ELECTRIC SRL;8;ROBERTO PACHECO;104.09;174.61;125.24;0.0;172.88;0.0;93.39;96.26;190.82;96.51;111.77;0.0;1165.55;0.0;200.34;0.0;151.59;234.49;131.95;0.0;282.61;140.09;195.49;133.98;145.87;1616.41;110.48;164.46;0.0;177.5;0.0;186.21;164.58;104.08;156.29;106.85;185.65;147.29;1503.39;128.18;161.44;151.48;112.51;138.51;139.87;55.35;144.76;191.48;1223.57;5508.91
1781;Santa Cruz;VILLA 1 DE MAYO;COMERCIAL AVENIDA INTERNACIONAL;8;ROBERTO PACHECO;0.0;0.0;380.75;313.78;232.35;0.0;200.85;0.0;244.62;0.0;306.59;224.29;1903.24;0.0;502.43;287.18;0.0;0.0;227.84;361.19;692.23;303.39;370.23;367.01;414.19;3525.7;117.24;398.73;177.87;513.96;359.99;60.26;210.14;260.96;367.31;420.52;90.97;125.85;3103.82;369.85;300.58;307.86;387.74;373.09;230.69;177.99;350.36;276.27;2774.46;11307.21
2813;Santa Cruz;VILLA 1 DE MAYO;FERROINCA;8;ROBERTO PACHECO;20.22;21.56;28.25;21.74;27.22;15.41;13.96;20.99;38.13;32.23;21.86;14.34;275.91;22.42;0.0;32.6;20.82;41.79;22.78;20.7;0.0;50.94;32.33;24.62;45.37;314.38;34.03;26.01;44.83;24.4;32.25;0.0;0.0;28.69;21.64;20.47;24.05;18.87;275.24;25.7;17.59;40.35;7.52;14.7;23.61;8.44;20.7;23.15;181.75;1047.27
299;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA FLORES (VILLA 1 DE MAYO);8;ROBERTO PACHECO;0.0;207.27;355.11;93.62;0.0;102.31;0.0;0.0;157.18;65.49;0.0;0.0;980.98;129.87;0.0;165.02;135.38;250.34;162.6;145.42;180.24;299.95;131.38;0.0;107.8;1708.01;0.0;181.92;151.59;0.0;157.61;143.53;106.47;0.0;199.6;0.0;152.14;112.76;1205.62;141.05;92.41;0.0;111.35;83.21;0.0;43.56;0.0;278.98;750.56;4645.17
290;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA BELTRAN (VILLA 1 DE MAYO);8;ROBERTO PACHECO;0.0;0.0;0.0;182.12;0.0;91.65;0.0;0.0;0.0;248.34;0.0;0.0;522.12;153.74;354.16;156.63;0.0;213.22;192.19;144.78;0.0;0.0;0.0;0.0;0.0;1214.72;0.0;220.41;0.0;210.38;128.9;68.87;134.65;0.0;186.88;229.11;86.53;154.83;1420.55;124.12;0.0;209.92;115.98;155.47;163.44;103.62;158.26;241.04;1271.85;4429.24
1288;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA GUZMAN;8;ROBERTO PACHECO;49.2;38.38;0.0;49.75;0.0;26.87;22.74;50.1;0.0;0.0;35.28;41.43;313.75;58.58;63.57;78.16;80.91;82.26;0.0;37.64;101.1;81.26;64.64;33.2;29.84;711.16;48.58;56.71;68.25;57.01;66.03;60.06;33.79;50.94;65.94;53.47;52.43;56.93;670.15;36.44;36.0;55.98;47.67;41.78;70.87;33.79;50.26;39.57;412.35;2107.41
1035;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA CHE GUEVARA;8;ROBERTO PACHECO;0.0;0.0;88.44;110.94;91.05;0.0;0.0;0.0;0.0;102.85;0.0;68.89;462.17;117.29;158.24;0.0;117.03;0.0;0.0;0.0;84.36;164.58;0.0;77.34;106.78;825.62;160.92;66.12;125.55;0.0;125.49;0.0;85.02;122.15;0.0;0.0;0.0;77.32;762.56;45.87;88.51;92.94;134.34;96.85;62.34;54.26;0.0;119.24;694.36;2744.71
306;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA PIEDRA FUNDAMENTAL;8;ROBERTO PACHECO;202.04;0.0;0.0;0.0;0.0;87.76;143.15;0.0;147.92;217.4;203.28;143.15;1144.69;240.44;170.46;305.99;120.54;295.76;241.77;199.17;131.67;359.97;269.15;129.5;0.0;2464.42;394.29;240.28;145.79;0.0;222.07;169.47;102.88;365.53;209.85;204.08;314.78;101.58;2470.6;255.51;151.19;191.38;450.96;257.8;154.74;141.72;309.18;268.58;2181.06;8260.78
1025;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA PACO (VILLA 1ERO DE MAYO);8;ROBERTO PACHECO;0.0;187.6;0.0;0.0;0.0;0.0;0.0;0.0;152.36;0.0;0.0;253.45;593.41;182.18;0.0;0.0;230.36;0.0;0.0;160.39;289.93;234.13;422.41;0.0;182.97;1702.37;247.46;307.28;0.0;135.11;0.0;0.0;0.0;343.54;189.26;0.0;235.16;116.39;1574.19;268.11;336.48;127.37;191.01;304.1;154.99;148.13;152.55;284.69;1967.42;5837.39
295;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA EL LABRADOR;8;ROBERTO PACHECO;0.0;61.53;0.0;0.0;47.24;0.0;37.21;0.0;71.85;0.0;28.98;86.19;333.0;65.03;105.59;57.66;0.0;67.26;63.31;34.42;0.0;0.0;91.91;0.0;55.06;540.23;60.55;53.7;45.42;36.32;65.6;51.56;43.96;77.04;0.0;71.18;0.0;0.0;505.34;63.77;43.46;53.36;44.84;57.86;41.03;42.51;59.12;111.35;517.29;1895.86
1992;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA LUIFER;8;ROBERTO PACHECO;0.0;39.23;0.0;0.0;0.0;0.0;0.0;52.08;71.93;0.0;45.96;71.38;280.58;0.0;0.0;30.77;102.61;101.21;0.0;100.17;0.0;82.88;61.63;97.93;75.35;652.55;50.99;65.95;76.66;128.0;100.64;97.77;58.47;74.59;71.84;55.22;36.59;85.83;902.54;0.0;36.06;63.32;40.47;84.4;74.89;58.08;57.63;59.56;474.4;2310.06
3146;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA CONSTRUOBRAS;8;ROBERTO PACHECO;0.0;402.92;376.93;453.97;428.3;548.33;387.43;611.41;483.78;430.36;587.35;432.19;5142.96;487.57;953.02;367.24;447.69;1054.36;323.33;139.47;689.13;647.65;426.74;743.86;720.76;7000.83;605.19;310.4;993.47;888.18;444.0;408.08;568.55;363.03;770.81;930.72;534.24;493.47;7310.14;883.16;420.67;544.42;606.85;205.32;537.08;182.7;654.66;648.43;4683.29;24137.22
1606;Santa Cruz;VILLA 1 DE MAYO;CLICK ELECTRIC;8;ROBERTO PACHECO;0.0;0.0;0.0;0.0;76.11;38.02;0.0;0.0;103.77;56.7;66.72;50.92;392.25;130.38;104.81;0.0;94.2;116.93;38.13;72.16;0.0;119.98;99.23;72.65;113.0;961.46;73.63;0.0;102.59;0.0;74.96;79.4;59.6;62.81;0.0;66.45;66.26;56.58;642.27;42.76;82.36;85.78;65.88;100.94;79.68;0.0;0.0;0.0;457.4;2453.38
1038;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA ROCIO;8;ROBERTO PACHECO;0.0;0.0;0.0;153.17;0.0;0.0;66.64;233.11;195.9;133.95;89.33;118.78;990.88;126.88;196.56;0.0;266.01;274.12;0.0;97.3;143.54;251.41;176.96;143.26;208.45;1884.5;286.58;0.0;208.27;194.19;95.89;73.52;112.84;0.0;0.0;217.96;157.07;229.54;1575.85;194.78;98.23;270.73;0.0;289.31;105.92;91.48;251.44;300.85;1602.73;6053.95
1689;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA LIZETH (VILLA 1RO DE MAYO);8;ROBERTO PACHECO;182.2;161.42;0.0;134.22;0.0;124.33;0.0;234.66;215.42;272.39;0.0;177.04;1501.67;212.48;0.0;271.38;229.74;517.85;234.75;83.58;251.8;0.0;341.47;274.52;0.0;2417.57;128.36;0.0;422.56;196.76;400.83;194.72;130.55;334.86;0.0;185.81;312.63;206.74;2513.82;296.1;318.57;212.03;0.0;324.11;116.85;108.32;120.74;267.04;1763.76;8196.81
1374;Santa Cruz;VILLA 1 DE MAYO;ELECTROPUNTO;8;ROBERTO PACHECO;181.05;193.59;148.81;0.0;0.0;0.0;0.0;194.11;0.0;232.23;0.0;106.22;1056.0;231.04;237.6;364.44;0.0;263.89;177.16;179.79;249.4;0.0;0.0;0.0;185.39;1888.71;187.9;274.43;263.94;87.52;259.05;313.59;252.66;0.0;394.86;232.6;218.2;253.35;2738.09;296.27;200.62;0.0;173.07;161.53;211.15;165.66;201.81;0.0;1410.11;7092.9
1284;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA RADIAL 10;8;ROBERTO PACHECO;0.0;91.44;113.81;0.0;0.0;107.48;87.37;0.0;0.0;0.0;71.7;64.29;536.08;0.0;112.52;0.0;162.0;113.15;184.74;129.1;0.0;130.32;291.51;142.93;108.09;1374.34;137.92;168.32;125.31;132.62;189.26;0.0;128.31;0.0;127.55;0.0;0.0;134.93;1144.23;0.0;132.56;164.95;163.74;119.94;133.9;104.94;228.5;330.05;1378.58;4433.24
3038;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA GUZMAN (1RO DE MAYO);8;ROBERTO PACHECO;103.09;72.72;112.9;37.27;99.56;212.22;92.48;124.47;106.3;153.94;87.06;97.28;1299.29;62.63;133.51;98.27;157.71;263.09;131.76;140.09;181.73;197.71;162.35;131.61;103.05;1763.51;84.8;65.32;149.63;126.44;171.58;86.81;142.99;158.57;223.21;49.52;84.89;95.06;1438.8;90.51;152.76;112.48;155.23;144.6;82.59;69.5;170.65;158.63;1136.95;5638.54
291;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA FERNANDO;8;ROBERTO PACHECO;0.0;0.0;164.57;73.14;0.0;0.0;90.98;141.42;0.0;0.0;106.07;119.32;695.51;0.0;128.33;101.39;0.0;90.73;66.99;0.0;128.16;110.11;133.71;137.16;0.0;896.57;155.6;0.0;0.0;0.0;118.59;110.97;0.0;72.61;98.76;136.79;92.73;151.79;937.82;88.1;133.64;100.31;146.36;113.25;117.61;74.15;103.67;86.38;963.47;3493.38
1690;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA SANTIAGO (VILLA 1RO DE MAYO);8;ROBERTO PACHECO;168.88;114.03;191.81;0.0;191.83;113.28;72.98;194.13;310.36;0.0;159.17;96.06;1612.54;211.9;0.0;192.27;279.24;0.0;162.36;189.94;301.88;166.38;141.77;169.73;179.43;1994.89;168.98;141.77;0.0;190.24;309.18;149.01;153.38;284.74;241.45;153.37;215.82;92.91;2100.85;119.01;149.85;189.43;176.03;184.93;121.24;0.0;205.22;212.68;1358.39;7066.67
2187;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA M Y M (VILLA 1RO DE MAYO);8;ROBERTO PACHECO;190.15;221.88;316.83;0.0;0.0;0.0;168.63;296.97;298.44;178.39;216.75;250.94;2138.96;225.68;210.4;384.68;169.05;299.97;155.7;0.0;535.87;0.0;218.6;268.99;191.94;2660.87;0.0;159.68;197.34;284.89;276.77;162.03;212.75;0.0;336.9;369.15;161.76;273.59;2434.86;140.7;200.88;184.11;123.57;341.12;123.3;99.43;281.62;381.85;1876.58;9111.28
2133;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA SUÀREZ;8;ROBERTO PACHECO;0.0;0.0;0.0;0.0;0.0;39.32;0.0;0.0;0.0;0.0;29.14;43.19;111.64;0.0;0.0;74.76;87.44;135.56;50.69;54.53;60.7;0.0;80.87;41.18;0.0;585.72;65.32;64.07;0.0;31.42;75.73;58.27;28.59;58.6;47.75;54.48;59.91;64.01;608.13;41.23;57.3;63.12;84.75;28.5;32.63;42.06;78.45;51.46;479.5;1784.99
2458;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA BARRIGUITA;8;ROBERTO PACHECO;47.57;0.0;98.5;0.0;104.85;45.41;64.39;120.47;180.06;51.36;0.0;64.55;777.16;0.0;0.0;91.74;0.0;0.0;85.2;0.0;0.0;167.72;82.54;144.85;80.7;652.76;84.62;125.18;0.0;101.89;75.95;81.27;76.14;59.45;98.3;74.64;82.06;65.41;924.9;77.64;91.24;91.1;104.01;73.83;0.0;39.09;128.64;148.86;754.41;3109.22
3037;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA MADECON;8;ROBERTO PACHECO;239.65;486.48;426.12;499.09;376.34;328.77;187.38;212.02;536.15;0.0;337.03;160.75;3789.78;0.0;789.49;399.34;425.51;479.3;469.33;303.58;773.04;544.36;561.85;487.51;251.42;5484.72;212.62;525.25;665.74;408.06;680.52;334.9;372.72;456.58;809.67;176.66;386.11;290.01;5318.83;330.05;225.96;291.92;709.98;635.92;0.0;517.7;723.66;725.6;4160.79;18754.11
1226;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA RIVERA (VILLA 1ERO DE MAYO);8;ROBERTO PACHECO;0.0;0.0;0.0;51.43;87.49;0.0;0.0;102.93;96.76;72.07;47.92;43.47;502.06;103.05;0.0;83.22;0.0;0.0;39.18;0.0;156.89;0.0;70.59;41.41;52.72;547.06;26.93;68.6;86.33;88.28;94.12;42.58;44.67;102.64;0.0;0.0;49.09;69.04;672.28;55.86;48.68;48.53;50.12;64.23;62.53;29.41;77.03;112.0;548.37;2269.78
293;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA FORTALEZA (VILLA 1 DE MAYO);8;ROBERTO PACHECO;0.0;0.0;0.0;44.83;93.55;0.0;0.0;80.97;112.23;33.19;37.57;58.27;460.62;72.84;141.59;0.0;0.0;0.0;0.0;88.75;133.62;203.57;113.78;46.7;0.0;800.85;0.0;74.43;0.0;84.3;153.64;81.7;124.11;92.44;145.5;85.61;101.22;48.74;991.68;0.0;80.25;0.0;73.33;75.25;47.75;49.12;95.86;49.86;471.43;2724.59
1324;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA FERROVAL;8;ROBERTO PACHECO;62.79;129.78;83.35;0.0;0.0;43.0;62.33;177.14;169.04;0.0;0.0;170.46;897.88;109.4;0.0;0.0;181.83;186.18;0.0;113.05;137.16;102.56;136.87;112.16;0.0;1079.22;76.83;0.0;205.92;168.82;160.31;179.58;74.35;190.61;152.29;152.96;168.81;115.97;1646.46;58.6;0.0;95.12;107.1;67.95;155.88;0.0;138.9;195.35;818.9;4442.46
301;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA RONALD;8;ROBERTO PACHECO;183.64;144.75;0.0;0.0;0.0;165.56;0.0;0.0;0.0;0.0;0.0;0.0;493.94;0.0;0.0;260.47;205.47;129.95;296.18;0.0;309.16;0.0;252.44;188.08;99.84;1741.59;135.99;327.26;161.05;0.0;164.91;184.83;206.35;354.97;329.12;173.0;97.66;133.48;2268.62;135.71;193.76;194.58;180.16;138.13;318.52;101.44;213.52;107.17;1582.98;6087.13
294;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA ILLIMANI;8;ROBERTO PACHECO;40.15;140.65;76.84;0.0;0.0;44.94;0.0;109.73;113.47;0.0;116.43;66.54;708.76;0.0;117.69;122.02;153.44;0.0;0.0;0.0;0.0;196.71;0.0;110.22;79.88;779.96;148.67;148.86;134.43;0.0;0.0;72.58;84.34;112.42;158.53;159.66;182.28;0.0;1201.77;115.91;116.36;163.89;130.07;132.58;68.72;0.0;113.37;0.0;840.9;3531.39
2391;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA MENDOZA  2.;8;ROBERTO PACHECO;13.57;7.52;12.81;0.0;14.67;0.0;5.0;14.03;12.21;16.32;13.44;9.76;119.34;20.48;12.08;14.28;19.47;9.17;11.22;9.67;26.27;17.09;14.87;16.29;12.52;183.4;15.0;14.3;0.0;0.0;13.25;5.45;17.55;23.38;12.48;15.66;9.69;12.03;138.78;13.51;16.41;17.96;8.19;13.38;10.8;0.0;14.88;10.58;105.7;547.22
3033;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA DAMIAN;8;ROBERTO PACHECO;254.18;113.89;0.0;261.72;364.11;234.68;264.93;0.0;0.0;245.95;52.52;321.88;2113.87;346.72;437.25;377.98;408.18;353.68;207.48;470.08;445.74;266.94;563.6;267.67;211.02;4356.33;239.48;0.0;371.43;413.73;404.95;199.39;302.39;379.15;314.69;348.7;211.79;265.67;3451.38;240.55;283.85;173.52;444.18;354.39;291.86;199.3;457.94;480.06;2925.65;12847.23
1671;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA STARK;8;ROBERTO PACHECO;131.18;115.58;163.31;258.4;205.44;0.0;163.76;0.0;319.78;166.01;0.0;217.89;1741.35;273.11;0.0;154.85;225.37;0.0;245.79;291.96;218.61;193.42;0.0;0.0;166.89;1770.01;0.0;278.59;0.0;0.0;332.57;236.73;187.94;213.14;0.0;289.18;214.69;0.0;1752.83;150.66;272.27;258.09;201.42;0.0;158.99;139.94;436.43;0.0;1617.81;6882.0
1691;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA MENDOZA;8;ROBERTO PACHECO;0.0;7.72;0.0;15.29;10.77;6.68;5.86;6.62;15.19;4.6;7.45;10.33;90.52;11.24;11.38;15.63;13.74;10.9;0.0;0.0;11.52;9.04;7.73;13.48;10.31;114.98;7.65;9.35;18.15;13.03;20.97;12.77;8.66;9.68;14.8;8.54;8.13;10.33;142.06;6.18;8.48;10.43;6.99;0.0;0.0;9.84;12.38;20.48;74.77;422.32
3004;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA LUCHITO (VILLA 1RO DE MAYO);8;ROBERTO PACHECO;215.94;173.62;140.91;93.24;411.64;187.33;162.91;255.61;223.36;312.56;176.93;190.95;2545.0;334.55;282.29;632.3;166.5;365.4;202.31;240.81;241.81;222.51;307.18;233.87;293.88;3523.41;171.71;353.46;444.82;99.9;203.31;347.73;0.0;254.45;225.36;200.89;268.99;0.0;2570.63;191.1;288.87;198.46;249.94;241.24;238.34;181.22;232.82;315.35;2137.35;10776.39
2068;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA LUPE (VILLA 1RO DE MAYO);8;ROBERTO PACHECO;0.0;213.69;0.0;0.0;0.0;157.96;0.0;0.0;0.0;239.7;127.48;150.31;889.14;0.0;213.82;237.96;0.0;325.12;190.42;0.0;157.87;144.46;295.54;174.41;108.68;1848.29;0.0;221.23;213.47;0.0;0.0;186.86;226.23;378.85;0.0;0.0;243.34;0.0;1469.98;179.6;126.2;294.78;176.59;197.61;185.24;0.0;265.98;281.93;1707.93;5915.34
3034;Santa Cruz;VILLA 1 DE MAYO;FERRETERIA NINA (VILLA  1RO DE MAYO);8;ROBERTO PACHECO;0.0;0.0;238.66;312.36;274.24;279.47;114.75;175.74;0.0;333.63;0.0;0.0;1728.85;0.0;0.0;283.44;323.22;293.48;420.56;0.0;369.11;248.55;503.4;375.78;440.66;3258.2;194.89;0.0;313.68;357.14;394.17;154.28;161.19;399.37;432.47;307.71;400.47;281.72;3397.08;193.53;373.68;279.52;147.02;481.36;384.15;197.67;322.18;333.85;2712.95;11097.08
